number,year,month,day,discharge,ET,precp
796,1942,12,5,1820,0,0
797,1942,12,6,1560,0,0
798,1942,12,7,1350,0,0
799,1942,12,8,1150,0,0
800,1942,12,9,1000,0,0
801,1942,12,10,904,0,0
802,1942,12,11,842,0.04,0.18
803,1942,12,12,808,0,0
804,1942,12,13,759,0,1.14
805,1942,12,14,600,0,0.2
806,1942,12,15,580,0,0
807,1942,12,16,640,0,0.08
808,1942,12,17,450,0,0
809,1942,12,18,430,0,0.2
810,1942,12,19,480,0,0.1
811,1942,12,20,350,0,0
812,1942,12,21,380,0,0
813,1942,12,22,420,0,0
814,1942,12,23,440,0.04,0.18
815,1942,12,24,440,0,0
816,1942,12,25,420,0.04,0
817,1942,12,26,390,0,0
818,1942,12,27,360,0,0
819,1942,12,28,1000,0,2.59
820,1942,12,29,2800,0.04,2.08
821,1942,12,30,11400,0.05,4.83
822,1942,12,31,17100,0,1.37
823,1943,1,1,7110,0,0.2
824,1943,1,2,4300,0,0
825,1943,1,3,3040,0,0.08
826,1943,1,4,2440,0,0.97
827,1943,1,5,1910,0,0.08
828,1943,1,6,1590,0,0
829,1943,1,7,1390,0,0.13
830,1943,1,8,1200,0,0
831,1943,1,9,910,0,0
832,1943,1,10,906,0,0
833,1943,1,11,1080,0,0
834,1943,1,12,1040,0,0.15
835,1943,1,13,742,0,0.08
836,1943,1,14,646,0,0
837,1943,1,15,729,0,0.1
838,1943,1,16,705,0,0.51
839,1943,1,17,806,0.05,0
840,1943,1,18,872,0,0.3
841,1943,1,19,886,0,0.64
842,1943,1,20,748,0,0
843,1943,1,21,552,0,0
844,1943,1,22,537,0,0
845,1943,1,23,640,0,0
846,1943,1,24,620,0,0.1
847,1943,1,25,640,0.05,0
848,1943,1,26,699,0,0
849,1943,1,27,804,0,0
850,1943,1,28,620,0,0.69
851,1943,1,29,540,0,0.46
852,1943,1,30,560,0,0.43
853,1943,1,31,520,0,0.23
854,1943,2,1,520,0,0
855,1943,2,2,490,0,0.25
856,1943,2,3,470,0,0
857,1943,2,4,470,0,0
858,1943,2,5,540,0.06,0
859,1943,2,6,560,0,0.23
860,1943,2,7,700,0,0.61
861,1943,2,8,840,0,0.1
862,1943,2,9,660,0,0
863,1943,2,10,560,0,0
864,1943,2,11,900,0.06,1.65
865,1943,2,12,1400,0,0.1
866,1943,2,13,1300,0,0.15
867,1943,2,14,940,0,0
868,1943,2,15,700,0,0
869,1943,2,16,640,0,0
870,1943,2,17,740,0,0.15
871,1943,2,18,760,0,0
872,1943,2,19,720,0,0
873,1943,2,20,860,0.06,0
874,1943,2,21,2600,0.07,0
875,1943,2,22,3300,0.06,0
876,1943,2,23,3590,0.06,0
877,1943,2,24,8230,0.08,1.55
878,1943,2,25,8830,0,0
879,1943,2,26,4430,0,0
880,1943,2,27,3100,0,0.2
881,1943,2,28,2420,0,0
882,1943,3,1,1960,0,0
883,1943,3,2,1560,0,0
884,1943,3,3,1250,0,0.48
885,1943,3,4,960,0,0
886,1943,3,5,955,0,0
887,1943,3,6,1030,0,0.79
888,1943,3,7,1240,0,0.41
889,1943,3,8,997,0,0
890,1943,3,9,642,0,0
891,1943,3,10,828,0,0
892,1943,3,11,1680,0.09,0
893,1943,3,12,6170,0.09,1.04
894,1943,3,13,4480,0,0
895,1943,3,14,3030,0,0
896,1943,3,15,3080,0.09,0
897,1943,3,16,4690,0.13,0.86
898,1943,3,17,9390,0.1,1.4
899,1943,3,18,8330,0.1,0
900,1943,3,19,5400,0.1,0
901,1943,3,20,5570,0.1,0.71
902,1943,3,21,4210,0.08,0
903,1943,3,22,3240,0,0
904,1943,3,23,2460,0,0
905,1943,3,24,2020,0.08,0
906,1943,3,25,1820,0.09,0
907,1943,3,26,1650,0.1,0
908,1943,3,27,1580,0.12,0
909,1943,3,28,1510,0.07,0
910,1943,3,29,1320,0,0
911,1943,3,30,1270,0,0.28
912,1943,3,31,1680,0.14,0.56
913,1943,4,1,1490,0.16,0.08
914,1943,4,2,1500,0.1,0.38
915,1943,4,3,1490,0,0
916,1943,4,4,1260,0,0
917,1943,4,5,1290,0.09,0.33
918,1943,4,6,1210,0,0.18
919,1943,4,7,980,0,0
920,1943,4,8,1000,0.09,0.18
921,1943,4,9,941,0.1,0
922,1943,4,10,845,0.09,0
923,1943,4,11,742,0,0
924,1943,4,12,693,0,0.08
925,1943,4,13,767,0.1,0.46
926,1943,4,14,900,0.09,1.73
927,1943,4,15,808,0,0.15
928,1943,4,16,729,0,0.2
929,1943,4,17,868,0.1,0.15
930,1943,4,18,1500,0.1,0
931,1943,4,19,2730,0.12,1.7
932,1943,4,20,4650,0.12,1.35
933,1943,4,21,4730,0.14,0.76
934,1943,4,22,4760,0.13,0.43
935,1943,4,23,3640,0.13,0
936,1943,4,24,2880,0.15,0
937,1943,4,25,2430,0.15,0
938,1943,4,26,2700,0.16,0
939,1943,4,27,2150,0.11,0.81
940,1943,4,28,2690,0.14,0.94
941,1943,4,29,2460,0.14,0
942,1943,4,30,2510,0.13,1.52
943,1943,5,1,3170,0.13,0
944,1943,5,2,2440,0.13,0
945,1943,5,3,2370,0.18,0.53
946,1943,5,4,2320,0.14,0.15
947,1943,5,5,1910,0.16,0
948,1943,5,6,1610,0.25,0
949,1943,5,7,1550,0.29,0.33
950,1943,5,8,1860,0.27,0.43
951,1943,5,9,2340,0.22,0.86
952,1943,5,10,3020,0.23,1.45
953,1943,5,11,3640,0.19,1.27
954,1943,5,12,4330,0.23,0.64
955,1943,5,13,4010,0.23,0.15
956,1943,5,14,2990,0.15,0.05
957,1943,5,15,2400,0.17,0
958,1943,5,16,1970,0.26,0
959,1943,5,17,1760,0.34,0
960,1943,5,18,2240,0.35,1.37
961,1943,5,19,2890,0.34,0.97
962,1943,5,20,3010,0.29,1.63
963,1943,5,21,4070,0.24,2.62
964,1943,5,22,6640,0.2,0.97
965,1943,5,23,4790,0.21,0
966,1943,5,24,3410,0.27,0
967,1943,5,25,2620,0.29,0
968,1943,5,26,4260,0.28,1.91
969,1943,5,27,4100,0.22,0.1
970,1943,5,28,2850,0.22,0
971,1943,5,29,2350,0.23,0
972,1943,5,30,1890,0.25,0
973,1943,5,31,1580,0.3,0
974,1943,6,1,1520,0.39,1.09
975,1943,6,2,2630,0.39,1.5
976,1943,6,3,2540,0.46,0
977,1943,6,4,1820,0.48,0
978,1943,6,5,1670,0.46,0
979,1943,6,6,1320,0.29,0
980,1943,6,7,1280,0.31,1.88
981,1943,6,8,1670,0.3,0
982,1943,6,9,1200,0.3,0
983,1943,6,10,990,0.28,0
984,1943,6,11,913,0.35,0.05
985,1943,6,12,826,0.42,0
986,1943,6,13,687,0.41,0
987,1943,6,14,595,0.42,0
988,1943,6,15,526,0.39,0
989,1943,6,16,473,0.48,0
990,1943,6,17,575,0.34,0.43
991,1943,6,18,749,0.35,1.02
992,1943,6,19,579,0.39,0
993,1943,6,20,432,0.44,0
994,1943,6,21,372,0.42,0
995,1943,6,22,340,0.44,0
996,1943,6,23,305,0.41,0
997,1943,6,24,276,0.4,0
998,1943,6,25,252,0.5,0
999,1943,6,26,237,0.49,0
1000,1943,6,27,267,0.51,1.17
1001,1943,6,28,264,0.53,0.08
1002,1943,6,29,286,0.41,1.37
1003,1943,6,30,283,0.32,0.08
1004,1943,7,1,246,0.22,0
1005,1943,7,2,212,0.25,0
1006,1943,7,3,190,0.28,0
1007,1943,7,4,180,0.31,0.3
1008,1943,7,5,270,0.41,1.42
1009,1943,7,6,289,0.41,0
1010,1943,7,7,242,0.35,0
1011,1943,7,8,198,0.33,0
1012,1943,7,9,172,0.4,0
1013,1943,7,10,162,0.43,0
1014,1943,7,11,180,0.43,0
1015,1943,7,12,168,0.45,0
1016,1943,7,13,155,0.47,0.74
1017,1943,7,14,160,0.43,0.13
1018,1943,7,15,146,0.45,0.1
1019,1943,7,16,125,0.45,0
1020,1943,7,17,116,0.39,0
1021,1943,7,18,108,0.44,0
1022,1943,7,19,98,0.32,0
1023,1943,7,20,96,0.38,0
1024,1943,7,21,94,0.37,0
1025,1943,7,22,135,0.45,3.3
1026,1943,7,23,208,0.39,0.79
1027,1943,7,24,165,0.42,0
1028,1943,7,25,143,0.41,0.08
1029,1943,7,26,121,0.43,0.25
1030,1943,7,27,114,0.44,0
1031,1943,7,28,106,0.42,0.25
1032,1943,7,29,110,0.38,0
1033,1943,7,30,190,0.38,0
1034,1943,7,31,302,0.36,0
1035,1943,8,1,223,0.33,0
1036,1943,8,2,168,0.35,0
1037,1943,8,3,148,0.37,0
1038,1943,8,4,175,0.34,1.96
1039,1943,8,5,237,0.32,1.47
1040,1943,8,6,258,0.29,0
1041,1943,8,7,207,0.27,0
1042,1943,8,8,170,0.37,0
1043,1943,8,9,146,0.31,0
1044,1943,8,10,141,0.36,0.13
1045,1943,8,11,125,0.39,0
1046,1943,8,12,116,0.32,0
1047,1943,8,13,110,0.36,0.18
1048,1943,8,14,110,0.41,0.43
1049,1943,8,15,110,0.31,0
1050,1943,8,16,141,0.26,0
1051,1943,8,17,123,0.25,0.15
1052,1943,8,18,106,0.27,0
1053,1943,8,19,106,0.25,0
1054,1943,8,20,102,0.24,0
1055,1943,8,21,94,0.29,0
1056,1943,8,22,89,0.35,0
1057,1943,8,23,85,0.33,0
1058,1943,8,24,83,0.36,0
1059,1943,8,25,80,0.34,0
1060,1943,8,26,76,0.33,0
1061,1943,8,27,135,0.23,3.94
1062,1943,8,28,343,0.25,0.84
1063,1943,8,29,272,0.23,0
1064,1943,8,30,190,0.28,0
1065,1943,8,31,146,0.31,0
1066,1943,9,1,121,0.31,0.05
1067,1943,9,2,108,0.32,0.71
1068,1943,9,3,98,0.28,0
1069,1943,9,4,94,0.23,0
1070,1943,9,5,94,0.26,0.3
1071,1943,9,6,90,0.35,0
1072,1943,9,7,85,0.31,0
1073,1943,9,8,80,0.25,0
1074,1943,9,9,76,0.21,0
1075,1943,9,10,73,0.16,0.05
1076,1943,9,11,70,0.16,0
1077,1943,9,12,65,0.13,0
1078,1943,9,13,63,0.15,0
1079,1943,9,14,60,0.15,0
1080,1943,9,15,59,0.23,0
1081,1943,9,16,57,0.21,0.15
1082,1943,9,17,57,0.15,0
1083,1943,9,18,56,0.12,0
1084,1943,9,19,54,0.13,0
1085,1943,9,20,53,0.15,0
1086,1943,9,21,53,0.16,0
1087,1943,9,22,52,0.21,0
1088,1943,9,23,50,0.19,0
1089,1943,9,24,49,0.15,0
1090,1943,9,25,46,0.11,0
1091,1943,9,26,45,0.11,0
1092,1943,9,27,45,0.14,0
1093,1943,9,28,43,0.18,0
1094,1943,9,29,42,0.2,0
1095,1943,9,30,41,0.16,0
1096,1943,10,1,45,0.15,0.56
1097,1943,10,2,53,0.15,0.58
1098,1943,10,3,54,0.1,0
1099,1943,10,4,59,0.08,0
1100,1943,10,5,59,0.08,0
1101,1943,10,6,60,0.09,0
1102,1943,10,7,59,0.12,0
1103,1943,10,8,57,0.14,0
1104,1943,10,9,56,0.14,0
1105,1943,10,10,53,0.12,0
1106,1943,10,11,49,0.08,0
1107,1943,10,12,47,0.11,0
1108,1943,10,13,47,0.11,0
1109,1943,10,14,47,0.15,0
1110,1943,10,15,91,0.15,2.39
1111,1943,10,16,149,0.15,0.46
1112,1943,10,17,237,0.12,1.35
1113,1943,10,18,193,0.08,0
1114,1943,10,19,178,0.07,0.3
1115,1943,10,20,143,0.07,0.2
1116,1943,10,21,123,0.09,0
1117,1943,10,22,110,0.09,0
1118,1943,10,23,100,0.09,0.05
1119,1943,10,24,94,0.08,0.28
1120,1943,10,25,90,0.08,0
1121,1943,10,26,149,0.07,1.96
1122,1943,10,27,2170,0.09,3.89
1123,1943,10,28,1960,0.1,1.47
1124,1943,10,29,2890,0.09,1.02
1125,1943,10,30,1910,0.1,0
1126,1943,10,31,1300,0.08,0
1127,1943,11,1,969,0.06,0
1128,1943,11,2,886,0.08,1.02
1129,1943,11,3,1240,0.07,0.08
1130,1943,11,4,1000,0.06,0
1131,1943,11,5,826,0.06,0
1132,1943,11,6,717,0.07,0
1133,1943,11,7,623,0.07,0
1134,1943,11,8,718,0.1,0.79
1135,1943,11,9,6130,0.09,4.29
1136,1943,11,10,4370,0.05,0
1137,1943,11,11,2820,0,0.3
1138,1943,11,12,2190,0,0
1139,1943,11,13,1800,0.05,0.18
1140,1943,11,14,1490,0,0.03
1141,1943,11,15,1250,0,0.61
1142,1943,11,16,1180,0,0.81
1143,1943,11,17,1060,0,0
1144,1943,11,18,934,0,0
1145,1943,11,19,859,0.05,0
1146,1943,11,20,976,0.05,0
1147,1943,11,21,976,0.05,0
1148,1943,11,22,1160,0,1.3
1149,1943,11,23,1100,0,0
1150,1943,11,24,1020,0,0
1151,1943,11,25,962,0,0
1152,1943,11,26,920,0,0
1153,1943,11,27,913,0.05,0.1
1154,1943,11,28,969,0,0
1155,1943,11,29,839,0,0
1156,1943,11,30,754,0,0
1157,1943,12,1,699,0,0
1158,1943,12,2,669,0.04,0
1159,1943,12,3,652,0.05,0
1160,1943,12,4,646,0,0
1161,1943,12,5,652,0.05,0
1162,1943,12,6,629,0,0
1163,1943,12,7,681,0,0.28
1164,1943,12,8,767,0,0
1165,1943,12,9,657,0.05,0
1166,1943,12,10,812,0.04,0
1167,1943,12,11,693,0,0.23
1168,1943,12,12,463,0,0
1169,1943,12,13,520,0,0.15
1170,1943,12,14,480,0,0
1171,1943,12,15,440,0,0
1172,1943,12,16,410,0,0
1173,1943,12,17,410,0,0
1174,1943,12,18,430,0,0
1175,1943,12,19,420,0,0
1176,1943,12,20,410,0,0
1177,1943,12,21,400,0,0
1178,1943,12,22,380,0,0
1179,1943,12,23,310,0,0
1180,1943,12,24,270,0,0
1181,1943,12,25,270,0,0
1182,1943,12,26,280,0,0
1183,1943,12,27,580,0.04,1.24
1184,1943,12,28,680,0,0
1185,1943,12,29,430,0,0
1186,1943,12,30,310,0,0
1187,1943,12,31,250,0,0
1188,1944,1,1,235,0,0
1189,1944,1,2,220,0,0
1190,1944,1,3,210,0,0
1191,1944,1,4,220,0,0
1192,1944,1,5,225,0.05,0
1193,1944,1,6,235,0.04,0
1194,1944,1,7,220,0,0
1195,1944,1,8,200,0,0
1196,1944,1,9,185,0,0
1197,1944,1,10,180,0,0
1198,1944,1,11,190,0,0
1199,1944,1,12,185,0,0
1200,1944,1,13,185,0,0.1
1201,1944,1,14,180,0,0
1202,1944,1,15,170,0,0
1203,1944,1,16,170,0,0
1204,1944,1,17,155,0,0
1205,1944,1,18,145,0,0
1206,1944,1,19,145,0,0
1207,1944,1,20,155,0,0
1208,1944,1,21,160,0,0
1209,1944,1,22,170,0.05,0
1210,1944,1,23,190,0.04,0.48
1211,1944,1,24,185,0,0
1212,1944,1,25,170,0,0
1213,1944,1,26,150,0.04,0
1214,1944,1,27,320,0.06,0
1215,1944,1,28,800,0.05,0
1216,1944,1,29,1060,0.04,0.3
1217,1944,1,30,760,0,0
1218,1944,1,31,520,0,0
1219,1944,2,1,400,0,0.23
1220,1944,2,2,360,0,0
1221,1944,2,3,340,0,0
1222,1944,2,4,360,0,0
1223,1944,2,5,330,0,0
1224,1944,2,6,310,0.05,0
1225,1944,2,7,300,0,0
1226,1944,2,8,270,0,0
1227,1944,2,9,235,0,0
1228,1944,2,10,210,0,0
1229,1944,2,11,195,0,0
1230,1944,2,12,185,0,1.12
1231,1944,2,13,175,0,0
1232,1944,2,14,180,0,0
1233,1944,2,15,225,0.05,1.17
1234,1944,2,16,370,0,0
1235,1944,2,17,460,0,0
1236,1944,2,18,360,0,0.36
1237,1944,2,19,300,0,0
1238,1944,2,20,270,0,0
1239,1944,2,21,250,0,0
1240,1944,2,22,260,0,0.13
1241,1944,2,23,900,0.06,1.7
1242,1944,2,24,1850,0.06,0
1243,1944,2,25,1650,0.06,0
1244,1944,2,26,1300,0,0.05
1245,1944,2,27,880,0.05,0
1246,1944,2,28,720,0.05,0
1247,1944,2,29,640,0,0
1248,1944,3,1,540,0,0
1249,1944,3,2,450,0,0
1250,1944,3,3,390,0,0.3
1251,1944,3,4,350,0,0.28
1252,1944,3,5,320,0,0
1253,1944,3,6,300,0,0
1254,1944,3,7,520,0.07,2.24
1255,1944,3,8,1000,0,0
1256,1944,3,9,820,0,0
1257,1944,3,10,460,0,0
1258,1944,3,11,410,0,0
1259,1944,3,12,390,0.07,0
1260,1944,3,13,1180,0.07,0.56
1261,1944,3,14,1900,0,0
1262,1944,3,15,1400,0.07,0
1263,1944,3,16,2450,0.07,1.32
1264,1944,3,17,9600,0.1,1.83
1265,1944,3,18,5930,0,0
1266,1944,3,19,2680,0,0
1267,1944,3,20,1990,0,0.91
1268,1944,3,21,1640,0,0
1269,1944,3,22,1310,0,0
1270,1944,3,23,1420,0.08,0.69
1271,1944,3,24,5010,0.09,0.33
1272,1944,3,25,3980,0.09,0
1273,1944,3,26,4750,0.11,0
1274,1944,3,27,3890,0.07,0
1275,1944,3,28,2850,0.07,0
1276,1944,3,29,2270,0.07,0
1277,1944,3,30,1850,0.07,0
1278,1944,3,31,1660,0,0
1279,1944,4,1,1430,0,0
1280,1944,4,2,1330,0.1,0
1281,1944,4,3,1320,0,0
1282,1944,4,4,1180,0,0
1283,1944,4,5,1090,0,0
1284,1944,4,6,951,0,0
1285,1944,4,7,892,0.13,0
1286,1944,4,8,1340,0.12,0.69
1287,1944,4,9,2030,0.17,0
1288,1944,4,10,3500,0.17,1.12
1289,1944,4,11,3850,0.09,0.28
1290,1944,4,12,3320,0.11,0.53
1291,1944,4,13,3200,0.09,0
1292,1944,4,14,2370,0.09,0
1293,1944,4,15,2010,0.11,0.2
1294,1944,4,16,2170,0.11,0.56
1295,1944,4,17,2070,0.1,0
1296,1944,4,18,1710,0.12,0
1297,1944,4,19,1490,0.11,0
1298,1944,4,20,1320,0.13,0
1299,1944,4,21,1330,0.17,0.69
1300,1944,4,22,1540,0.13,0
1301,1944,4,23,1390,0.13,0
1302,1944,4,24,2070,0.12,1.88
1303,1944,4,25,4010,0.14,1.02
1304,1944,4,26,3410,0.13,0.18
1305,1944,4,27,2800,0.13,0
1306,1944,4,28,2280,0.11,0
1307,1944,4,29,1840,0.13,0
1308,1944,4,30,1530,0.15,0
1309,1944,5,1,1320,0.23,0
1310,1944,5,2,1160,0.29,0
1311,1944,5,3,1060,0.29,0
1312,1944,5,4,924,0.33,0
1313,1944,5,5,804,0.34,0
1314,1944,5,6,703,0.35,0
1315,1944,5,7,846,0.41,0.86
1316,1944,5,8,2120,0.18,1.09
1317,1944,5,9,1580,0.23,0
1318,1944,5,10,1240,0.29,0
1319,1944,5,11,1270,0.31,0.25
1320,1944,5,12,1090,0.28,0
1321,1944,5,13,931,0.28,0
1322,1944,5,14,991,0.29,0.43
1323,1944,5,15,829,0.23,0
1324,1944,5,16,714,0.24,0.15
1325,1944,5,17,680,0.28,0.18
1326,1944,5,18,606,0.3,0
1327,1944,5,19,513,0.15,0
1328,1944,5,20,452,0.19,0
1329,1944,5,21,408,0.2,0
1330,1944,5,22,415,0.33,1.57
1331,1944,5,23,732,0.26,2.01
1332,1944,5,24,984,0.25,0.18
1333,1944,5,25,904,0.26,0
1334,1944,5,26,755,0.3,0
1335,1944,5,27,680,0.41,0
1336,1944,5,28,961,0.29,0
1337,1944,5,29,779,0.29,0
1338,1944,5,30,632,0.31,0
1339,1944,5,31,551,0.36,0
1340,1944,6,1,504,0.42,0.2
1341,1944,6,2,482,0.42,0
1342,1944,6,3,432,0.42,0
1343,1944,6,4,385,0.23,0
1344,1944,6,5,338,0.29,0
1345,1944,6,6,304,0.34,0
1346,1944,6,7,291,0.28,1.04
1347,1944,6,8,307,0.21,0
1348,1944,6,9,275,0.27,0
1349,1944,6,10,298,0.33,1.57
1350,1944,6,11,390,0.34,0
1351,1944,6,12,350,0.3,0
1352,1944,6,13,270,0.31,0
1353,1944,6,14,242,0.29,0
1354,1944,6,15,236,0.34,0.13
1355,1944,6,16,245,0.42,0
1356,1944,6,17,269,0.38,0.46
1357,1944,6,18,236,0.37,0
1358,1944,6,19,330,0.41,0.97
1359,1944,6,20,389,0.39,1.22
1360,1944,6,21,393,0.26,0.25
1361,1944,6,22,342,0.32,0
1362,1944,6,23,324,0.36,0
1363,1944,6,24,356,0.37,0.81
1364,1944,6,25,508,0.34,0.33
1365,1944,6,26,1320,0.37,0
1366,1944,6,27,646,0.4,0
1367,1944,6,28,469,0.46,0
1368,1944,6,29,378,0.5,0
1369,1944,6,30,385,0.38,0.51
1370,1944,7,1,335,0.31,0
1371,1944,7,2,275,0.31,0
1372,1944,7,3,236,0.31,0
1373,1944,7,4,213,0.38,0
1374,1944,7,5,197,0.37,0
1375,1944,7,6,181,0.38,0
1376,1944,7,7,166,0.43,0
1377,1944,7,8,154,0.45,0
1378,1944,7,9,143,0.44,0
1379,1944,7,10,134,0.41,0
1380,1944,7,11,134,0.45,0
1381,1944,7,12,157,0.5,0
1382,1944,7,13,318,0.42,2.03
1383,1944,7,14,251,0.34,0
1384,1944,7,15,202,0.37,0
1385,1944,7,16,168,0.4,1.02
1386,1944,7,17,150,0.28,0
1387,1944,7,18,147,0.3,0
1388,1944,7,19,138,0.32,0
1389,1944,7,20,134,0.33,0.1
1390,1944,7,21,150,0.29,0.51
1391,1944,7,22,145,0.28,0
1392,1944,7,23,138,0.33,0
1393,1944,7,24,129,0.36,0
1394,1944,7,25,123,0.38,0.33
1395,1944,7,26,114,0.34,0
1396,1944,7,27,110,0.45,0.64
1397,1944,7,28,118,0.39,0.18
1398,1944,7,29,122,0.41,0
1399,1944,7,30,108,0.36,0.23
1400,1944,7,31,100,0.39,0
1401,1944,8,1,94,0.35,0
1402,1944,8,2,88,0.38,0
1403,1944,8,3,80,0.37,0
1404,1944,8,4,74,0.4,0
1405,1944,8,5,68,0.45,0.89
1406,1944,8,6,66,0.38,0.46
1407,1944,8,7,70,0.27,2.13
1408,1944,8,8,78,0.28,0
1409,1944,8,9,114,0.27,0
1410,1944,8,10,84,0.34,0
1411,1944,8,11,68,0.37,0
1412,1944,8,12,60,0.42,0
1413,1944,8,13,52,0.43,0
1414,1944,8,14,54,0.42,4.11
1415,1944,8,15,220,0.4,0.64
1416,1944,8,16,200,0.41,0.51
1417,1944,8,17,140,0.39,1.4
1418,1944,8,18,160,0.32,1.96
1419,1944,8,19,210,0.22,0
1420,1944,8,20,155,0.22,0
1421,1944,8,21,122,0.29,0
1422,1944,8,22,110,0.34,0.69
1423,1944,8,23,106,0.27,1.57
1424,1944,8,24,135,0.26,3.15
1425,1944,8,25,280,0.2,0.1
1426,1944,8,26,235,0.2,0
1427,1944,8,27,175,0.21,0
1428,1944,8,28,145,0.2,0
1429,1944,8,29,135,0.25,0
1430,1944,8,30,120,0.25,0
1431,1944,8,31,110,0.3,0
1432,1944,9,1,102,0.26,0.2
1433,1944,9,2,94,0.29,0
1434,1944,9,3,88,0.27,0
1435,1944,9,4,84,0.2,0
1436,1944,9,5,80,0.23,0
1437,1944,9,6,76,0.26,0
1438,1944,9,7,70,0.25,0
1439,1944,9,8,64,0.17,0
1440,1944,9,9,64,0.16,0
1441,1944,9,10,60,0.18,0
1442,1944,9,11,58,0.19,0
1443,1944,9,12,64,0.21,1.27
1444,1944,9,13,112,0.2,2.03
1445,1944,9,14,390,0.25,3.48
1446,1944,9,15,1130,0.26,0.48
1447,1944,9,16,755,0.23,0
1448,1944,9,17,482,0.22,0
1449,1944,9,18,367,0.21,0
1450,1944,9,19,307,0.2,0.15
1451,1944,9,20,278,0.25,0
1452,1944,9,21,254,0.27,0
1453,1944,9,22,219,0.22,0.1
1454,1944,9,23,197,0.13,0
1455,1944,9,24,184,0.12,0
1456,1944,9,25,166,0.12,0
1457,1944,9,26,154,0.15,0
1458,1944,9,27,145,0.2,0
1459,1944,9,28,140,0.2,0.58
1460,1944,9,29,150,0.16,0.38
1461,1944,9,30,152,0.13,0
1462,1944,10,1,143,0.1,0
1463,1944,10,2,129,0.12,0
1464,1944,10,3,118,0.1,0
1465,1944,10,4,110,0.1,0
1466,1944,10,5,106,0.13,0
1467,1944,10,6,116,0.17,1.68
1468,1944,10,7,131,0.17,0
1469,1944,10,8,202,0.15,1.19
1470,1944,10,9,236,0.1,0
1471,1944,10,10,225,0.11,0.89
1472,1944,10,11,210,0.1,0
1473,1944,10,12,189,0.1,0
1474,1944,10,13,168,0.11,0
1475,1944,10,14,204,0.13,1.35
1476,1944,10,15,338,0.09,0.36
1477,1944,10,16,311,0.07,0
1478,1944,10,17,263,0.09,0
1479,1944,10,18,230,0.1,0
1480,1944,10,19,208,0.13,0
1481,1944,10,20,194,0.07,0
1482,1944,10,21,292,0.08,2.13
1483,1944,10,22,822,0.07,0.41
1484,1944,10,23,689,0.07,0
1485,1944,10,24,513,0.08,0
1486,1944,10,25,461,0.11,0
1487,1944,10,26,412,0.1,0
1488,1944,10,27,370,0.07,0
1489,1944,10,28,349,0.06,0
1490,1944,10,29,324,0.07,0
1491,1944,10,30,304,0.06,0
1492,1944,10,31,285,0.09,0
1493,1944,11,1,266,0.09,0
1494,1944,11,2,248,0.1,0
1495,1944,11,3,230,0.09,0
1496,1944,11,4,222,0.08,0
1497,1944,11,5,225,0.07,0.64
1498,1944,11,6,245,0,0.36
1499,1944,11,7,239,0.05,0
1500,1944,11,8,236,0.05,0
1501,1944,11,9,242,0.06,0
1502,1944,11,10,248,0.09,1.3
1503,1944,11,11,339,0.06,0
1504,1944,11,12,389,0.05,0
1505,1944,11,13,335,0.05,0
1506,1944,11,14,307,0.05,0
1507,1944,11,15,304,0.05,0.13
1508,1944,11,16,595,0.06,1.73
1509,1944,11,17,1210,0.05,0.33
1510,1944,11,18,978,0.05,0
1511,1944,11,19,835,0,0
1512,1944,11,20,767,0,0.18
1513,1944,11,21,810,0.05,1.52
1514,1944,11,22,886,0,0.25
1515,1944,11,23,798,0,0
1516,1944,11,24,738,0,0
1517,1944,11,25,675,0,0
1518,1944,11,26,621,0,0
1519,1944,11,27,645,0.05,0.58
1520,1944,11,28,1560,0.05,0.64
1521,1944,11,29,1760,0,0
1522,1944,11,30,2170,0,1.57
1523,1944,12,1,2130,0,0.15
1524,1944,12,2,1690,0,0
1525,1944,12,3,1350,0,0
1526,1944,12,4,1140,0,0
1527,1944,12,5,1040,0,0
1528,1944,12,6,980,0,0
1529,1944,12,7,931,0,0
1530,1944,12,8,1020,0.05,0.18
1531,1944,12,9,2260,0.04,0.58
1532,1944,12,10,1740,0,0
1533,1944,12,11,1390,0,0
1534,1944,12,12,1360,0,0.51
1535,1944,12,13,1200,0,0
1536,1944,12,14,1060,0,0
1537,1944,12,15,938,0,0
1538,1944,12,16,866,0,0
1539,1944,12,17,792,0,0
1540,1944,12,18,714,0,0
1541,1944,12,19,540,0,0.43
1542,1944,12,20,410,0,0
1543,1944,12,21,420,0,0
1544,1944,12,22,360,0,0
1545,1944,12,23,380,0,0
1546,1944,12,24,470,0,0
1547,1944,12,25,580,0,0.89
1548,1944,12,26,1160,0,0.61
1549,1944,12,27,960,0,0
1550,1944,12,28,760,0,0.64
1551,1944,12,29,700,0,0
1552,1944,12,30,680,0,0
1553,1944,12,31,700,0,0
1554,1945,1,1,2500,0.05,2.84
1555,1945,1,2,6680,0,0.69
1556,1945,1,3,3670,0,0
1557,1945,1,4,3000,0,0.15
1558,1945,1,5,2300,0,0
1559,1945,1,6,1650,0,0
1560,1945,1,7,1400,0,0.64
1561,1945,1,8,1400,0,0
1562,1945,1,9,1300,0,0
1563,1945,1,10,900,0,0
1564,1945,1,11,760,0,0
1565,1945,1,12,740,0,0.2
1566,1945,1,13,800,0,0
1567,1945,1,14,780,0,0.38
1568,1945,1,15,680,0,0.2
1569,1945,1,16,600,0,2.08
1570,1945,1,17,560,0,0
1571,1945,1,18,520,0,0
