number,year,month,day,discharge,ET,precp
5455,1955,9,7,304,0.2,0
5456,1955,9,8,263,0.14,0
5457,1955,9,9,235,0.15,0
5458,1955,9,10,219,0.22,0
5459,1955,9,11,209,0.26,0
5460,1955,9,12,292,0.19,1.6
5461,1955,9,13,292,0.14,0
5462,1955,9,14,238,0.15,0
5463,1955,9,15,228,0.23,0.23
5464,1955,9,16,200,0.22,0
5465,1955,9,17,182,0.19,0
5466,1955,9,18,168,0.28,0
5467,1955,9,19,160,0.28,0
5468,1955,9,20,150,0.25,0
5469,1955,9,21,138,0.18,0
5470,1955,9,22,130,0.13,0
5471,1955,9,23,130,0.13,0
5472,1955,9,24,307,0.17,2.08
5473,1955,9,25,359,0.17,1.5
5474,1955,9,26,300,0.13,0
5475,1955,9,27,222,0.13,0
5476,1955,9,28,464,0.19,1.57
5477,1955,9,29,416,0.16,0
5478,1955,9,30,418,0.2,0
5479,1955,10,1,452,0.14,0.86
5480,1955,10,2,393,0.11,0
5481,1955,10,3,331,0.11,0
5482,1955,10,4,289,0.12,0
5483,1955,10,5,267,0.16,0
5484,1955,10,6,1500,0.16,1.02
5485,1955,10,7,1640,0.18,1.78
5486,1955,10,8,1560,0.15,1.24
5487,1955,10,9,1310,0.11,0
5488,1955,10,10,1030,0.15,0
5489,1955,10,11,864,0.15,0
5490,1955,10,12,742,0.16,0
5491,1955,10,13,662,0.15,0
5492,1955,10,14,712,0.14,0
5493,1955,10,15,1870,0.14,0.64
5494,1955,10,16,8710,0.11,5.87
5495,1955,10,17,8540,0.08,1.7
5496,1955,10,18,5220,0.1,0.05
5497,1955,10,19,3690,0.1,0.2
5498,1955,10,20,2750,0.11,0
5499,1955,10,21,2140,0.1,0
5500,1955,10,22,1780,0.07,0.2
5501,1955,10,23,1470,0.07,0
5502,1955,10,24,1340,0.13,0
5503,1955,10,25,1780,0.07,1.6
5504,1955,10,26,1420,0.08,0
5505,1955,10,27,1220,0.1,0.08
5506,1955,10,28,1080,0.11,0
5507,1955,10,29,985,0.12,0
5508,1955,10,30,2260,0.15,2.49
5509,1955,10,31,4390,0.11,1.24
5510,1955,11,1,3000,0.07,0
5511,1955,11,2,2390,0.08,0
5512,1955,11,3,2040,0.1,0
5513,1955,11,4,2650,0.06,1.14
5514,1955,11,5,2250,0.05,0.13
5515,1955,11,6,1860,0.05,0.05
5516,1955,11,7,1660,0.06,0
5517,1955,11,8,1530,0.05,0.18
5518,1955,11,9,1350,0.05,0
5519,1955,11,10,1220,0.05,0
5520,1955,11,11,1280,0.05,0.74
5521,1955,11,12,1340,0.08,0
5522,1955,11,13,1160,0.08,0
5523,1955,11,14,1380,0.1,0.84
5524,1955,11,15,1640,0.06,0
5525,1955,11,16,2260,0.07,0.66
5526,1955,11,17,2600,0.06,0.89
5527,1955,11,18,2130,0.05,0
5528,1955,11,19,1910,0,0.08
5529,1955,11,20,1730,0,0.46
5530,1955,11,21,1520,0,0
5531,1955,11,22,1360,0,0.05
5532,1955,11,23,1220,0.05,0
5533,1955,11,24,1240,0.06,0.18
5534,1955,11,25,1100,0,0
5535,1955,11,26,964,0,0
5536,1955,11,27,897,0,0.08
5537,1955,11,28,858,0.04,0
5538,1955,11,29,777,0,0
5539,1955,11,30,680,0,0.1
5540,1955,12,1,660,0,0.36
5541,1955,12,2,640,0,0
5542,1955,12,3,629,0.04,0.38
5543,1955,12,4,972,0.05,0.48
5544,1955,12,5,1420,0.05,0.18
5545,1955,12,6,1090,0,0.13
5546,1955,12,7,897,0,0
5547,1955,12,8,917,0,0
5548,1955,12,9,890,0,0
5549,1955,12,10,820,0,0.3
5550,1955,12,11,760,0,0.08
5551,1955,12,12,740,0,0.1
5552,1955,12,13,680,0,0
5553,1955,12,14,600,0,0
5554,1955,12,15,620,0,0.56
5555,1955,12,16,490,0,0.3
5556,1955,12,17,430,0,0
5557,1955,12,18,515,0,0
5558,1955,12,19,480,0,0.23
5559,1955,12,20,330,0,0
5560,1955,12,21,245,0,0
5561,1955,12,22,280,0,0
5562,1955,12,23,370,0,0.53
5563,1955,12,24,430,0,0
5564,1955,12,25,720,0.05,0
5565,1955,12,26,860,0,0
5566,1955,12,27,600,0,0
5567,1955,12,28,440,0,0
5568,1955,12,29,440,0,0
5569,1955,12,30,470,0,0.2
5570,1955,12,31,450,0,0
5571,1956,1,1,430,0,0.53
5572,1956,1,2,370,0,0
5573,1956,1,3,390,0,0.23
5574,1956,1,4,430,0.04,0.25
5575,1956,1,5,420,0,0
5576,1956,1,6,400,0,0
5577,1956,1,7,370,0,0
5578,1956,1,8,300,0,0
5579,1956,1,9,310,0,0.58
5580,1956,1,10,580,0.05,0.43
5581,1956,1,11,1800,0.05,0.28
5582,1956,1,12,2000,0.04,0
5583,1956,1,13,1800,0,0.38
5584,1956,1,14,1450,0,0.05
5585,1956,1,15,1300,0,0.2
5586,1956,1,16,1180,0,0
5587,1956,1,17,1040,0,0.1
5588,1956,1,18,800,0,0
5589,1956,1,19,700,0,0
5590,1956,1,20,760,0,0.25
5591,1956,1,21,680,0,0.15
5592,1956,1,22,620,0,0
5593,1956,1,23,580,0,0.2
5594,1956,1,24,490,0,0
5595,1956,1,25,430,0,0
5596,1956,1,26,420,0,0.08
5597,1956,1,27,420,0,0.1
5598,1956,1,28,400,0,0
5599,1956,1,29,400,0,0
5600,1956,1,30,430,0.05,0.2
5601,1956,1,31,500,0,0.79
5602,1956,2,1,470,0,0
5603,1956,2,2,400,0,0.25
5604,1956,2,3,410,0,0.91
5605,1956,2,4,400,0,0
5606,1956,2,5,370,0,0.61
5607,1956,2,6,400,0,0
5608,1956,2,7,390,0,1.7
5609,1956,2,8,440,0.06,0.23
5610,1956,2,9,450,0.06,0
5611,1956,2,10,500,0.06,0.41
5612,1956,2,11,520,0.06,0
5613,1956,2,12,780,0.06,0.84
5614,1956,2,13,760,0,0
5615,1956,2,14,660,0,0
5616,1956,2,15,700,0.06,0
5617,1956,2,16,820,0,0.61
5618,1956,2,17,780,0,0
5619,1956,2,18,860,0,0.94
5620,1956,2,19,1000,0,0.74
5621,1956,2,20,900,0,0
5622,1956,2,21,800,0,0.13
5623,1956,2,22,640,0,0.25
5624,1956,2,23,560,0,0
5625,1956,2,24,520,0,0
5626,1956,2,25,1350,0.06,0.36
5627,1956,2,26,4000,0.05,1.68
5628,1956,2,27,3010,0.05,0
5629,1956,2,28,2380,0,0.43
5630,1956,2,29,1850,0,0.15
5631,1956,3,1,1550,0,0
5632,1956,3,2,1720,0.09,0.05
5633,1956,3,3,2280,0.07,0
5634,1956,3,4,2550,0.07,0.74
5635,1956,3,5,1960,0,0
5636,1956,3,6,2510,0.07,0.97
5637,1956,3,7,6840,0.08,3.58
5638,1956,3,8,11400,0.08,0.61
5639,1956,3,9,8930,0,1.47
5640,1956,3,10,5280,0.07,0
5641,1956,3,11,4130,0.08,0
5642,1956,3,12,4310,0.07,0
5643,1956,3,13,3280,0,0
5644,1956,3,14,2870,0,0.58
5645,1956,3,15,2460,0,1.42
5646,1956,3,16,1950,0,0
5647,1956,3,17,1550,0,1.63
5648,1956,3,18,1600,0,0
5649,1956,3,19,1560,0,0
5650,1956,3,20,1340,0,0
5651,1956,3,21,1180,0,0
5652,1956,3,22,1110,0,0
5653,1956,3,23,1100,0,0
5654,1956,3,24,1060,0,0.89
5655,1956,3,25,903,0,0
5656,1956,3,26,944,0,0.08
5657,1956,3,27,897,0,0
5658,1956,3,28,839,0,0
5659,1956,3,29,832,0,0
5660,1956,3,30,789,0.07,0
5661,1956,3,31,777,0,0
5662,1956,4,1,765,0.08,0.38
5663,1956,4,2,938,0,0
5664,1956,4,3,2070,0.11,1.52
5665,1956,4,4,6030,0.15,0
5666,1956,4,5,14700,0.15,1.02
5667,1956,4,6,12000,0.13,0
5668,1956,4,7,10600,0.13,0.23
5669,1956,4,8,7970,0,3.12
5670,1956,4,9,5420,0.08,0.38
5671,1956,4,10,4680,0,0
5672,1956,4,11,4380,0.1,0
5673,1956,4,12,4260,0.11,0
5674,1956,4,13,4300,0.11,0
5675,1956,4,14,3780,0.1,0.13
5676,1956,4,15,3990,0.13,0
5677,1956,4,16,5940,0.17,0.43
5678,1956,4,17,8000,0.12,0.46
5679,1956,4,18,5470,0.1,0
5680,1956,4,19,4160,0.1,0.25
5681,1956,4,20,3270,0.08,0
5682,1956,4,21,2690,0.09,0.13
5683,1956,4,22,3160,0.11,0.91
5684,1956,4,23,3180,0.1,0.94
5685,1956,4,24,3180,0.09,0.3
5686,1956,4,25,2710,0.09,0
5687,1956,4,26,2590,0.12,0.15
5688,1956,4,27,2460,0.13,0.08
5689,1956,4,28,2380,0.24,0
5690,1956,4,29,3270,0.24,0.13
5691,1956,4,30,3750,0.19,0.56
5692,1956,5,1,3060,0.15,0
5693,1956,5,2,2340,0.16,0
5694,1956,5,3,2090,0.19,0.28
5695,1956,5,4,1760,0.18,0
5696,1956,5,5,1600,0.14,0.38
5697,1956,5,6,1390,0.17,0
5698,1956,5,7,1330,0.18,0.25
5699,1956,5,8,1130,0.12,0
5700,1956,5,9,970,0.14,0
5701,1956,5,10,946,0.2,0.36
5702,1956,5,11,922,0.16,0.08
5703,1956,5,12,892,0.28,0.33
5704,1956,5,13,904,0.32,0.48
5705,1956,5,14,850,0.32,0
5706,1956,5,15,946,0.25,0.84
5707,1956,5,16,898,0.21,0.28
5708,1956,5,17,904,0.13,0.33
5709,1956,5,18,904,0.15,0.2
5710,1956,5,19,856,0.2,0
5711,1956,5,20,778,0.18,0
5712,1956,5,21,700,0.21,0
5713,1956,5,22,632,0.32,0.15
5714,1956,5,23,594,0.31,0
5715,1956,5,24,594,0.12,0.76
5716,1956,5,25,538,0.13,0
5717,1956,5,26,475,0.18,0
5718,1956,5,27,620,0.23,0.56
5719,1956,5,28,760,0.21,0.51
5720,1956,5,29,626,0.19,0
5721,1956,5,30,543,0.31,0
5722,1956,5,31,518,0.4,0.25
5723,1956,6,1,1440,0.38,4.57
5724,1956,6,2,1620,0.24,0
5725,1956,6,3,2670,0.3,2.54
5726,1956,6,4,2320,0.28,0.48
5727,1956,6,5,1850,0.28,0
5728,1956,6,6,1510,0.28,0
5729,1956,6,7,1220,0.3,0
5730,1956,6,8,1010,0.37,0
5731,1956,6,9,874,0.39,0
5732,1956,6,10,814,0.34,0
5733,1956,6,11,832,0.29,0.53
5734,1956,6,12,676,0.34,0
5735,1956,6,13,620,0.48,0.13
5736,1956,6,14,563,0.46,0
5737,1956,6,15,563,0.45,0
5738,1956,6,16,442,0.47,0
5739,1956,6,17,412,0.42,0.43
5740,1956,6,18,358,0.28,0
5741,1956,6,19,317,0.23,0
5742,1956,6,20,284,0.27,0
5743,1956,6,21,270,0.34,0
5744,1956,6,22,264,0.41,0.08
5745,1956,6,23,276,0.35,0
5746,1956,6,24,324,0.46,0.89
5747,1956,6,25,274,0.43,0
5748,1956,6,26,237,0.3,0
5749,1956,6,27,215,0.35,0.08
5750,1956,6,28,200,0.34,0.64
5751,1956,6,29,197,0.29,0.05
5752,1956,6,30,177,0.29,0
5753,1956,7,1,164,0.43,0
5754,1956,7,2,153,0.43,0.36
5755,1956,7,3,143,0.35,0
5756,1956,7,4,134,0.36,0
5757,1956,7,5,294,0.29,0.97
5758,1956,7,6,589,0.24,3.48
5759,1956,7,7,422,0.33,0.1
5760,1956,7,8,324,0.36,0
5761,1956,7,9,270,0.41,1.8
5762,1956,7,10,359,0.38,0
5763,1956,7,11,288,0.35,0.08
5764,1956,7,12,234,0.3,0
5765,1956,7,13,222,0.34,0
5766,1956,7,14,264,0.34,0.81
5767,1956,7,15,274,0.3,0.15
5768,1956,7,16,250,0.33,0
5769,1956,7,17,209,0.26,0
5770,1956,7,18,180,0.26,0
5771,1956,7,19,164,0.28,0
5772,1956,7,20,171,0.35,0.23
5773,1956,7,21,308,0.29,1.27
5774,1956,7,22,332,0.37,0.61
5775,1956,7,23,348,0.37,1.88
5776,1956,7,24,420,0.36,0.61
5777,1956,7,25,395,0.33,0.64
5778,1956,7,26,370,0.32,0
5779,1956,7,27,284,0.43,0
5780,1956,7,28,244,0.41,0
5781,1956,7,29,206,0.36,0
5782,1956,7,30,180,0.24,0
5783,1956,7,31,164,0.25,0
5784,1956,8,1,156,0.27,0
5785,1956,8,2,143,0.25,0
5786,1956,8,3,129,0.21,0
5787,1956,8,4,117,0.23,0
5788,1956,8,5,113,0.26,0
5789,1956,8,6,111,0.29,0
5790,1956,8,7,111,0.32,0
5791,1956,8,8,102,0.31,0
5792,1956,8,9,94,0.3,0
5793,1956,8,10,89,0.38,0
5794,1956,8,11,83,0.31,0
5795,1956,8,12,80,0.3,0
5796,1956,8,13,89,0.26,0
5797,1956,8,14,115,0.35,2.31
5798,1956,8,15,138,0.28,0
5799,1956,8,16,122,0.29,0
5800,1956,8,17,104,0.34,0
5801,1956,8,18,96,0.3,0
5802,1956,8,19,96,0.34,0.66
5803,1956,8,20,94,0.23,0.08
5804,1956,8,21,92,0.25,0
5805,1956,8,22,89,0.23,0
5806,1956,8,23,83,0.27,0
5807,1956,8,24,81,0.27,0.58
5808,1956,8,25,78,0.2,0
5809,1956,8,26,73,0.22,0
5810,1956,8,27,69,0.25,0
5811,1956,8,28,73,0.34,0
5812,1956,8,29,124,0.36,1.07
5813,1956,8,30,111,0.33,1.37
5814,1956,8,31,255,0.39,1.45
5815,1956,9,1,324,0.29,0.66
5816,1956,9,2,257,0.29,0.64
5817,1956,9,3,197,0.21,0.1
5818,1956,9,4,153,0.25,0
5819,1956,9,5,126,0.27,0
5820,1956,9,6,115,0.25,0
5821,1956,9,7,115,0.19,1.12
5822,1956,9,8,104,0.14,0
5823,1956,9,9,100,0.12,0
5824,1956,9,10,91,0.13,0
5825,1956,9,11,85,0.14,0
5826,1956,9,12,83,0.18,0
5827,1956,9,13,81,0.22,0
5828,1956,9,14,80,0.29,0
5829,1956,9,15,83,0.15,1.12
5830,1956,9,16,329,0.16,1.63
5831,1956,9,17,948,0.2,2.06
5832,1956,9,18,1250,0.15,1.83
5833,1956,9,19,714,0.12,0
5834,1956,9,20,1580,0.14,2.34
5835,1956,9,21,1280,0.1,0.15
5836,1956,9,22,877,0.13,0
5837,1956,9,23,752,0.22,0.13
5838,1956,9,24,4900,0.2,4.29
5839,1956,9,25,3250,0.14,0.08
5840,1956,9,26,2000,0.12,0
5841,1956,9,27,1480,0.12,0
5842,1956,9,28,1200,0.14,0
5843,1956,9,29,1010,0.18,0
5844,1956,9,30,856,0.18,0
5845,1956,10,1,886,0.11,0.53
5846,1956,10,2,748,0.11,0
5847,1956,10,3,637,0.14,0.36
5848,1956,10,4,674,0.11,0
5849,1956,10,5,898,0.1,1.3
5850,1956,10,6,712,0.09,0
5851,1956,10,7,853,0.12,0.64
5852,1956,10,8,659,0.11,0.33
5853,1956,10,9,778,0.12,0
5854,1956,10,10,654,0.08,0
5855,1956,10,11,589,0.06,0
5856,1956,10,12,543,0.08,0
5857,1956,10,13,499,0.11,0
5858,1956,10,14,465,0.13,0
5859,1956,10,15,434,0.15,0
5860,1956,10,16,403,0.15,0
5861,1956,10,17,374,0.15,0
5862,1956,10,18,347,0.15,0
5863,1956,10,19,328,0.09,0
5864,1956,10,20,306,0.09,0
5865,1956,10,21,284,0.14,0
5866,1956,10,22,270,0.12,0
5867,1956,10,23,345,0.16,0.36
5868,1956,10,24,429,0.13,0.64
5869,1956,10,25,378,0.08,0
5870,1956,10,26,317,0.07,0
5871,1956,10,27,322,0.1,0.13
5872,1956,10,28,366,0.12,0.2
5873,1956,10,29,332,0.09,0
5874,1956,10,30,309,0.11,0
5875,1956,10,31,302,0.12,0
5876,1956,11,1,313,0.15,0.15
5877,1956,11,2,709,0.13,2.11
5878,1956,11,3,922,0.11,0
5879,1956,11,4,760,0.11,0
5880,1956,11,5,682,0.09,0
5881,1956,11,6,620,0.08,0
5882,1956,11,7,579,0.09,0
5883,1956,11,8,548,0.08,0.05
5884,1956,11,9,513,0.06,0
5885,1956,11,10,479,0,0.03
5886,1956,11,11,442,0,0
5887,1956,11,12,429,0.07,0.08
5888,1956,11,13,452,0.05,0.43
5889,1956,11,14,442,0.07,0
5890,1956,11,15,403,0.1,0
5891,1956,11,16,370,0.1,0
5892,1956,11,17,366,0.05,0.28
5893,1956,11,18,386,0,0.76
5894,1956,11,19,370,0,0.51
5895,1956,11,20,358,0.05,0.25
5896,1956,11,21,417,0.08,0
5897,1956,11,22,1420,0.07,2.03
5898,1956,11,23,1290,0,0
5899,1956,11,24,1060,0,0
5900,1956,11,25,966,0,0
5901,1956,11,26,964,0.05,0.23
5902,1956,11,27,988,0,0
5903,1956,11,28,874,0,0.15
5904,1956,11,29,784,0,0
5905,1956,11,30,706,0,0.13
5906,1956,12,1,620,0,0
5907,1956,12,2,589,0,0
5908,1956,12,3,589,0.04,0.38
5909,1956,12,4,584,0.04,0
5910,1956,12,5,553,0,0
5911,1956,12,6,528,0.07,0
5912,1956,12,7,654,0.07,0
5913,1956,12,8,790,0.06,0.38
5914,1956,12,9,916,0,0.64
5915,1956,12,10,862,0,0.61
5916,1956,12,11,814,0,0
5917,1956,12,12,1090,0.06,0.43
5918,1956,12,13,1370,0.05,0.08
5919,1956,12,14,1900,0,0.18
5920,1956,12,15,3840,0.04,3.1
5921,1956,12,16,4110,0.05,0.58
5922,1956,12,17,3720,0.04,0
5923,1956,12,18,3010,0,0.3
5924,1956,12,19,2270,0,0
5925,1956,12,20,1940,0.04,0
5926,1956,12,21,1780,0.04,0.15
5927,1956,12,22,1960,0.05,0.08
5928,1956,12,23,2800,0.05,1.24
5929,1956,12,24,2600,0.05,0.2
5930,1956,12,25,3170,0.04,0.99
5931,1956,12,26,2500,0,0
5932,1956,12,27,2130,0,0
5933,1956,12,28,1900,0.04,0.15
5934,1956,12,29,1760,0,1.12
5935,1956,12,30,1400,0,0.1
5936,1956,12,31,1140,0,0.36
5937,1957,1,1,1160,0,0.41
5938,1957,1,2,960,0,0
5939,1957,1,3,860,0,0
5940,1957,1,4,880,0,0
5941,1957,1,5,860,0,0.1
5942,1957,1,6,700,0,0
5943,1957,1,7,724,0,0.18
5944,1957,1,8,700,0,0.25
5945,1957,1,9,660,0,0
5946,1957,1,10,620,0,0.58
5947,1957,1,11,430,0,0.66
5948,1957,1,12,460,0,0
5949,1957,1,13,580,0,0.38
5950,1957,1,14,340,0,0
5951,1957,1,15,320,0,0
5952,1957,1,16,410,0,0.23
5953,1957,1,17,340,0,0
5954,1957,1,18,330,0,0
5955,1957,1,19,330,0,0
5956,1957,1,20,350,0,0
5957,1957,1,21,430,0.05,0
5958,1957,1,22,1040,0.07,0
5959,1957,1,23,7400,0.05,1.4
5960,1957,1,24,3790,0,0.18
5961,1957,1,25,2610,0,0
5962,1957,1,26,2100,0,0.23
5963,1957,1,27,1700,0,0.28
5964,1957,1,28,1400,0,0
5965,1957,1,29,1330,0,0.56
5966,1957,1,30,1100,0,0.33
5967,1957,1,31,880,0,0
5968,1957,2,1,960,0,0.33
5969,1957,2,2,840,0,0.36
5970,1957,2,3,720,0,0
5971,1957,2,4,780,0.06,0.18
5972,1957,2,5,740,0,0
5973,1957,2,6,659,0,0
5974,1957,2,7,605,0,0
5975,1957,2,8,594,0,0
5976,1957,2,9,594,0,0
5977,1957,2,10,742,0.05,0.66
5978,1957,2,11,808,0,0
5979,1957,2,12,540,0,0
5980,1957,2,13,540,0,0
5981,1957,2,14,560,0,0.08
5982,1957,2,15,503,0,0
5983,1957,2,16,475,0,0
5984,1957,2,17,430,0,0.28
5985,1957,2,18,420,0,0.18
5986,1957,2,19,420,0,0
5987,1957,2,20,360,0,0
5988,1957,2,21,350,0,0.13
5989,1957,2,22,340,0,0
5990,1957,2,23,370,0.06,0
5991,1957,2,24,362,0,0
5992,1957,2,25,458,0.08,0
5993,1957,2,26,1260,0.08,0
5994,1957,2,27,4170,0.06,1.57
5995,1957,2,28,2690,0,0
5996,1957,3,1,2110,0,0
5997,1957,3,2,1780,0,0.15
5998,1957,3,3,1480,0,0.28
5999,1957,3,4,1160,0,0
6000,1957,3,5,980,0,0
6001,1957,3,6,920,0,0
6002,1957,3,7,916,0.08,0
6003,1957,3,8,886,0.08,0
6004,1957,3,9,1000,0,1.3
6005,1957,3,10,820,0,1.07
6006,1957,3,11,660,0,0
6007,1957,3,12,844,0.1,0.18
6008,1957,3,13,1250,0.09,0
6009,1957,3,14,1450,0.12,0
6010,1957,3,15,1840,0.14,0
6011,1957,3,16,3050,0.09,0.86
6012,1957,3,17,2580,0.07,0
6013,1957,3,18,2130,0,0
6014,1957,3,19,1860,0.07,0
6015,1957,3,20,1780,0.07,0.23
6016,1957,3,21,1640,0.07,0.25
6017,1957,3,22,1380,0.07,0
6018,1957,3,23,1300,0.08,0
6019,1957,3,24,1160,0.07,0
6020,1957,3,25,1030,0,0
6021,1957,3,26,976,0.07,0
6022,1957,3,27,946,0.08,0
6023,1957,3,28,892,0.08,0
6024,1957,3,29,832,0.08,0
6025,1957,3,30,802,0.07,0
6026,1957,3,31,748,0,0.2
6027,1957,4,1,688,0.1,0
6028,1957,4,2,1010,0.13,0.84
6029,1957,4,3,1280,0,0.36
6030,1957,4,4,1090,0,0
6031,1957,4,5,1580,0.11,2.13
6032,1957,4,6,7330,0.14,1.32
6033,1957,4,7,5520,0.11,0.53
6034,1957,4,8,4210,0.1,0.51
6035,1957,4,9,3630,0,1.93
6036,1957,4,10,2920,0,0
6037,1957,4,11,2510,0.1,0
6038,1957,4,12,2960,0.12,0
6039,1957,4,13,2930,0,0.3
6040,1957,4,14,2430,0,0.33
6041,1957,4,15,2070,0,0
6042,1957,4,16,1800,0.11,0
6043,1957,4,17,1720,0.15,0.18
6044,1957,4,18,1690,0.16,0
6045,1957,4,19,2050,0.2,0.76
6046,1957,4,20,1780,0.24,0
6047,1957,4,21,1720,0.3,0.28
6048,1957,4,22,1530,0.18,0
6049,1957,4,23,1330,0.24,0
6050,1957,4,24,1360,0.28,0
6051,1957,4,25,1170,0.27,0
6052,1957,4,26,1090,0.26,0.79
6053,1957,4,27,1010,0.28,0
6054,1957,4,28,982,0.26,0.2
6055,1957,4,29,880,0.2,0
6056,1957,4,30,760,0.18,0
6057,1957,5,1,682,0.21,0
6058,1957,5,2,615,0.17,0
6059,1957,5,3,563,0.11,0
6060,1957,5,4,533,0.14,0
6061,1957,5,5,503,0.16,0
6062,1957,5,6,452,0.16,0
6063,1957,5,7,412,0.2,0
6064,1957,5,8,370,0.24,0
6065,1957,5,9,339,0.32,0
6066,1957,5,10,324,0.33,0
6067,1957,5,11,485,0.28,2.11
6068,1957,5,12,790,0.27,1.73
6069,1957,5,13,874,0.3,0.56
6070,1957,5,14,826,0.24,0
6071,1957,5,15,976,0.32,0.81
6072,1957,5,16,916,0.24,0
6073,1957,5,17,766,0.16,0
6074,1957,5,18,790,0.2,0.48
6075,1957,5,19,1270,0.17,0.13
6076,1957,5,20,4220,0.14,4.11
6077,1957,5,21,5350,0.19,1.22
6078,1957,5,22,3650,0.21,0
6079,1957,5,23,2880,0.33,0.13
6080,1957,5,24,2250,0.31,0
6081,1957,5,25,1700,0.21,0
6082,1957,5,26,1390,0.31,0.15
6083,1957,5,27,1220,0.35,0.3
6084,1957,5,28,1080,0.23,0.28
6085,1957,5,29,922,0.18,0
6086,1957,5,30,778,0.23,0
6087,1957,5,31,664,0.29,0
6088,1957,6,1,573,0.31,0
6089,1957,6,2,558,0.3,0
6090,1957,6,3,548,0.27,0.74
6091,1957,6,4,470,0.28,0
6092,1957,6,5,416,0.27,0
6093,1957,6,6,378,0.3,0
6094,1957,6,7,420,0.35,1.27
6095,1957,6,8,456,0.23,0
6096,1957,6,9,355,0.25,0
6097,1957,6,10,306,0.26,0
6098,1957,6,11,274,0.34,0
6099,1957,6,12,264,0.42,0.18
6100,1957,6,13,250,0.37,0
6101,1957,6,14,366,0.42,1.47
6102,1957,6,15,335,0.46,0
6103,1957,6,16,278,0.48,0
6104,1957,6,17,241,0.49,0
6105,1957,6,18,231,0.5,0
6106,1957,6,19,209,0.52,0
6107,1957,6,20,194,0.3,0.33
6108,1957,6,21,180,0.33,0
6109,1957,6,22,166,0.36,0
6110,1957,6,23,164,0.42,0
6111,1957,6,24,200,0.47,0.81
6112,1957,6,25,218,0.48,0.71
6113,1957,6,26,386,0.41,1.96
6114,1957,6,27,298,0.42,0
6115,1957,6,28,218,0.44,0
6116,1957,6,29,218,0.43,0.43
6117,1957,6,30,215,0.37,0
6118,1957,7,1,186,0.29,0.43
6119,1957,7,2,164,0.24,0
6120,1957,7,3,143,0.26,0
6121,1957,7,4,180,0.4,0.51
6122,1957,7,5,244,0.42,1.12
6123,1957,7,6,267,0.31,0.36
6124,1957,7,7,215,0.31,0
6125,1957,7,8,166,0.36,0
6126,1957,7,9,161,0.41,0.3
6127,1957,7,10,141,0.32,0
6128,1957,7,11,129,0.25,0
6129,1957,7,12,120,0.27,0
6130,1957,7,13,156,0.32,1.35
6131,1957,7,14,212,0.41,0
6132,1957,7,15,169,0.38,0
6133,1957,7,16,136,0.27,0
6134,1957,7,17,117,0.29,0
6135,1957,7,18,106,0.33,0
6136,1957,7,19,100,0.34,0
6137,1957,7,20,94,0.39,0
6138,1957,7,21,89,0.45,0
6139,1957,7,22,102,0.46,0
6140,1957,7,23,145,0.35,2.84
6141,1957,7,24,160,0.27,0
6142,1957,7,25,130,0.29,0.05
6143,1957,7,26,104,0.38,0
6144,1957,7,27,92,0.36,0
6145,1957,7,28,86,0.38,0.2
6146,1957,7,29,106,0.35,0
6147,1957,7,30,120,0.39,2.26
6148,1957,7,31,150,0.41,0.86
6149,1957,8,1,155,0.31,0
6150,1957,8,2,130,0.29,0
6151,1957,8,3,110,0.34,0
6152,1957,8,4,104,0.38,0.71
6153,1957,8,5,110,0.25,0.41
6154,1957,8,6,130,0.19,0
6155,1957,8,7,124,0.23,0
6156,1957,8,8,100,0.27,0
6157,1957,8,9,88,0.32,0
6158,1957,8,10,88,0.33,0.15
6159,1957,8,11,84,0.32,0.86
6160,1957,8,12,82,0.32,0.3
6161,1957,8,13,80,0.2,0
6162,1957,8,14,74,0.26,0
6163,1957,8,15,70,0.38,0
6164,1957,8,16,64,0.32,0
6165,1957,8,17,58,0.21,0
6166,1957,8,18,56,0.22,0
6167,1957,8,19,54,0.25,0
6168,1957,8,20,56,0.29,0.08
6169,1957,8,21,54,0.25,0
6170,1957,8,22,56,0.23,0.13
6171,1957,8,23,54,0.23,0
6172,1957,8,24,50,0.24,0
6173,1957,8,25,49,0.28,0
6174,1957,8,26,50,0.3,0.3
6175,1957,8,27,50,0.27,0
6176,1957,8,28,49,0.2,0
6177,1957,8,29,49,0.21,0
6178,1957,8,30,50,0.25,0.53
6179,1957,8,31,50,0.28,0
6180,1957,9,1,46,0.2,0
6181,1957,9,2,48,0.21,0
6182,1957,9,3,56,0.31,0.33
6183,1957,9,4,58,0.25,0.08
6184,1957,9,5,50,0.17,0.13
6185,1957,9,6,46,0.17,0
6186,1957,9,7,44,0.17,0
6187,1957,9,8,41,0.19,0
6188,1957,9,9,39,0.18,0
6189,1957,9,10,38,0.2,0
6190,1957,9,11,37,0.25,0
6191,1957,9,12,36,0.23,0
6192,1957,9,13,35,0.3,0
6193,1957,9,14,37,0.26,0.48
6194,1957,9,15,39,0.21,1.07
6195,1957,9,16,42,0.3,0.61
6196,1957,9,17,45,0.21,0
6197,1957,9,18,54,0.19,0
6198,1957,9,19,49,0.19,0
6199,1957,9,20,49,0.24,0
6200,1957,9,21,49,0.3,0
6201,1957,9,22,55,0.35,0
6202,1957,9,23,122,0.25,1.47
6203,1957,9,24,90,0.15,0.15
6204,1957,9,25,72,0.14,0
6205,1957,9,26,70,0.16,0
6206,1957,9,27,60,0.08,0
